Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit_percentage,,Total profit,286397.0217
Standard Class,Consumer,Knoxville,Tennessee,South,Furniture,Furnishings,32.952,3,0.2,6.5904,0.002301141,,,
Standard Class,Consumer,Knoxville,Tennessee,South,Furniture,Chairs,218.376,3,0.2,-10.9188,-0.00381247,,,
Standard Class,Corporate,Lawrence,Massachusetts,East,Furniture,Furnishings,31.4,5,0,13.188,0.004604796,,,
Standard Class,Corporate,Lawrence,Massachusetts,East,Furniture,Furnishings,9.48,1,0,3.792,0.001324036,,,
Standard Class,Corporate,Lawrence,Massachusetts,East,Technology,Phones,209.5,10,0,58.66,0.020482057,,,
Standard Class,Corporate,Lawrence,Massachusetts,East,Furniture,Furnishings,24.3,5,0,10.449,0.003648432,,,
Standard Class,Corporate,Lawrence,Massachusetts,East,Office Supplies,Paper,6.48,1,0,3.1104,0.001086045,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Furnishings,32.448,2,0.2,7.3008,0.002549189,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,26.388,4,0.7,-17.592,-0.006142522,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Furniture,Tables,373.47,5,0.4,-112.041,-0.039120868,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Binders,64.2,5,0.7,-44.94,-0.015691504,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,8,2,0.2,2.8,0.000977664,,,
Standard Class,Consumer,Athens,Georgia,South,Furniture,Furnishings,186.54,3,0,41.0388,0.014329339,,,
Standard Class,Consumer,Great Falls,Montana,West,Office Supplies,Storage,87.08,7,0,24.3824,0.008513496,,,
Standard Class,Consumer,Great Falls,Montana,West,Technology,Phones,105.584,2,0.2,9.2386,0.003225802,,,
Standard Class,Consumer,Great Falls,Montana,West,Technology,Accessories,217.44,6,0,91.3248,0.031887482,,,
Second Class,Consumer,El Paso,Texas,Central,Office Supplies,Art,31.744,2,0.2,3.968,0.001385489,,,
Second Class,Consumer,El Paso,Texas,Central,Office Supplies,Appliances,5.432,2,0.8,-13.58,-0.004741669,,,
Second Class,Consumer,El Paso,Texas,Central,Furniture,Tables,913.43,5,0.3,-169.637,-0.059231412,,,
Second Class,Consumer,El Paso,Texas,Central,Office Supplies,Storage,372.144,3,0.2,27.9108,0.009745492,,,
Standard Class,Consumer,Kissimmee,Florida,South,Technology,Phones,751.984,2,0.2,84.5982,0.029538785,,,
First Class,Home Office,Seattle,Washington,West,Technology,Phones,604.768,4,0.2,60.4768,0.021116421,,,
Second Class,Corporate,Santa Clara,California,West,Office Supplies,Supplies,27.36,4,0,7.3872,0.002579356,,,
Second Class,Corporate,Santa Clara,California,West,Office Supplies,Paper,20.56,2,0,9.6632,0.003374057,,,
Second Class,Corporate,Santa Clara,California,West,Office Supplies,Binders,83.92,5,0.2,31.47,0.010988243,,,
Standard Class,Consumer,Los Angeles,California,West,Furniture,Tables,902.712,3,0.2,33.8517,0.011819851,,,
Standard Class,Home Office,Fresno,California,West,Furniture,Bookcases,120.666,2,0.15,21.294,0.007435133,,,
First Class,Consumer,Fort Worth,Texas,Central,Office Supplies,Binders,4.984,1,0.8,-8.4728,-0.002958411,,,
Standard Class,Home Office,Seattle,Washington,West,Furniture,Furnishings,82.26,3,0,33.7266,0.01177617,,,
First Class,Consumer,San Francisco,California,West,Office Supplies,Storage,29.74,1,0,4.461,0.001557628,,,
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Appliances,87.36,6,0,23.5872,0.00823584,,,
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Binders,56.16,6,0.2,17.55,0.006127857,,,
Standard Class,Corporate,Pompano Beach,Florida,South,Office Supplies,Appliances,64.384,1,0.2,8.048,0.002810085,,,
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,64.784,1,0.2,-14.5764,-0.005089578,,,
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.6376,0.001968456,,,
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Envelopes,223.888,7,0.2,69.965,0.024429374,,,
Second Class,Consumer,Chicago,Illinois,Central,Office Supplies,Paper,10.896,3,0.2,3.405,0.001188909,,,
Second Class,Consumer,San Francisco,California,West,Technology,Phones,84.784,2,0.2,-20.1362,-0.007030869,,,
Standard Class,Corporate,Houston,Texas,Central,Furniture,Chairs,241.5,4,0.3,0,0,,,
First Class,Home Office,Shelton,Connecticut,East,Technology,Accessories,59.97,3,0,14.9925,0.005234866,,,
First Class,Home Office,Shelton,Connecticut,East,Office Supplies,Paper,13.36,2,0,6.4128,0.002239129,,,
Standard Class,Corporate,Oakland,California,West,Office Supplies,Binders,11.808,3,0.2,4.1328,0.001443032,,,
Standard Class,Consumer,Manchester,Connecticut,East,Office Supplies,Storage,16.24,1,0,2.436,0.000850568,,,
Standard Class,Consumer,Manchester,Connecticut,East,Office Supplies,Storage,77.55,5,0,21.714,0.007581783,,,
Standard Class,Corporate,Orange,New Jersey,East,Office Supplies,Appliances,76.12,2,0,22.0748,0.007707762,,,
First Class,Home Office,Akron,Ohio,East,Office Supplies,Fasteners,17.184,6,0.2,6.2292,0.002175023,,,
First Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,11.76,2,0,5.7624,0.002012032,,,
Standard Class,Home Office,Danbury,Connecticut,East,Furniture,Furnishings,27.46,2,0,9.8856,0.003451712,,,
Second Class,Consumer,Franklin,Massachusetts,East,Technology,Phones,137.94,3,0,35.8644,0.012522616,,,
Second Class,Consumer,Franklin,Massachusetts,East,Furniture,Furnishings,111.15,5,0,48.906,0.017076295,,,
Second Class,Consumer,Franklin,Massachusetts,East,Office Supplies,Appliances,901.95,3,0,297.6435,0.103926884,,,
Second Class,Consumer,Franklin,Massachusetts,East,Furniture,Tables,366.009,3,0.3,-47.0583,-0.016431142,,,
Same Day,Consumer,Wilmington,North Carolina,South,Office Supplies,Paper,310.688,7,0.2,108.7408,0.037968551,,,
First Class,Home Office,Houston,Texas,Central,Office Supplies,Binders,7.68,5,0.8,-11.52,-0.004022388,,,
Second Class,Home Office,Springfield,Ohio,East,Furniture,Chairs,155.372,2,0.3,-35.5136,-0.012400129,,,
Standard Class,Consumer,Glendale,Arizona,West,Office Supplies,Storage,10.744,1,0.2,0.8058,0.000281358,,,
Second Class,Consumer,New York City,New York,East,Office Supplies,Binders,232.4,5,0.2,78.435,0.027386807,,,
Second Class,Consumer,New York City,New York,East,Furniture,Chairs,164.646,3,0.1,12.8058,0.004471345,,,
Second Class,Consumer,New York City,New York,East,Office Supplies,Paper,22.68,2,0,11.1132,0.003880348,,,
Standard Class,Corporate,Los Angeles,California,West,Office Supplies,Paper,105.52,4,0,48.5392,0.016948221,,,
Standard Class,Corporate,Newark,Delaware,East,Furniture,Furnishings,83.92,4,0,5.8744,0.002051139,,,
Standard Class,Corporate,Newark,Delaware,East,Technology,Accessories,141.9,5,0,58.179,0.020314108,,,
Standard Class,Corporate,Newark,Delaware,East,Furniture,Furnishings,39.98,2,0,9.1954,0.003210718,,,
Standard Class,Corporate,Newark,Delaware,East,Office Supplies,Art,28.91,7,0,8.673,0.003028314,,,
Standard Class,Corporate,Newark,Delaware,East,Office Supplies,Art,174.95,5,0,45.487,0.015882498,,,
Standard Class,Home Office,San Bernardino,California,West,Office Supplies,Binders,110.528,4,0.2,38.6848,0.013507403,,,
Same Day,Corporate,Burlington,North Carolina,South,Furniture,Tables,630.024,4,0.4,-199.5076,-0.069661199,,,
Second Class,Consumer,Salem,Virginia,South,Office Supplies,Art,27.86,7,0,9.1938,0.003210159,,,
Standard Class,Consumer,Dallas,Texas,Central,Furniture,Tables,933.408,4,0.3,-173.3472,-0.060526886,,,
Standard Class,Corporate,Arlington,Texas,Central,Office Supplies,Paper,51.84,10,0.2,18.144,0.006335261,,,
Standard Class,Corporate,Arlington,Texas,Central,Technology,Accessories,165.6,3,0.2,-6.21,-0.002168319,,,
Standard Class,Home Office,Marion,Iowa,Central,Office Supplies,Paper,106.32,3,0,49.9704,0.017447947,,,
First Class,Home Office,Seattle,Washington,West,Office Supplies,Binders,147.92,5,0.2,46.225,0.016140182,,,
First Class,Home Office,Seattle,Washington,West,Office Supplies,Storage,104.28,3,0,26.07,0.009102748,,,
First Class,Home Office,Seattle,Washington,West,Furniture,Tables,286.85,1,0,63.107,0.022034796,,,
First Class,Home Office,Seattle,Washington,West,Office Supplies,Storage,66.96,4,0,2.6784,0.000935205,,,
First Class,Home Office,Seattle,Washington,West,Technology,Accessories,199.98,2,0,87.9912,0.030723504,,,
Standard Class,Consumer,Lakewood,New Jersey,East,Technology,Accessories,45,3,0,4.95,0.00172837,,,
Standard Class,Consumer,Lakewood,New Jersey,East,Office Supplies,Fasteners,17.9,5,0,8.771,0.003062532,,,
Standard Class,Consumer,Lakewood,New Jersey,East,Furniture,Furnishings,40.48,2,0,17.4064,0.006077717,,,
Standard Class,Consumer,Lakewood,New Jersey,East,Furniture,Bookcases,2154.9,5,0,129.294,0.045145023,,,
First Class,Corporate,Cincinnati,Ohio,East,Office Supplies,Binders,18.432,8,0.7,-12.288,-0.004290547,,,
Standard Class,Consumer,Thornton,Colorado,West,Office Supplies,Supplies,10.944,2,0.2,0.9576,0.000334361,,,
First Class,Consumer,Roseville,Michigan,Central,Office Supplies,Supplies,4.36,2,0,0.1744,6.08945E-05,,,
Standard Class,Corporate,Tempe,Arizona,West,Technology,Accessories,62.352,6,0.2,-10.9116,-0.003809956,,,
Second Class,Consumer,Reading,Pennsylvania,East,Furniture,Furnishings,303.92,5,0.2,-30.392,-0.010611842,,,
Standard Class,Consumer,Apple Valley,Minnesota,Central,Office Supplies,Storage,129.3,2,0,6.465,0.002257356,,,
Standard Class,Corporate,Baltimore,Maryland,East,Furniture,Furnishings,274.2,10,0,112.422,0.0392539,,,
Second Class,Corporate,Corpus Christi,Texas,Central,Office Supplies,Fasteners,6.048,4,0.2,-1.3608,-0.000475145,,,
Second Class,Corporate,Corpus Christi,Texas,Central,Office Supplies,Paper,6.848,2,0.2,2.14,0.000747214,,,
Second Class,Corporate,Corpus Christi,Texas,Central,Furniture,Furnishings,9.96,5,0.6,-6.723,-0.002347441,,,
Second Class,Corporate,Corpus Christi,Texas,Central,Office Supplies,Binders,8.552,2,0.8,-13.6832,-0.004777703,,,
Standard Class,Consumer,Las Vegas,Nevada,West,Office Supplies,Binders,45.584,11,0.2,16.5242,0.005769683,,,
Standard Class,Consumer,Cleveland,Ohio,East,Technology,Accessories,25.488,2,0.2,4.4604,0.001557418,,,
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,136.96,4,0.2,51.36,0.017933147,,,
Second Class,Corporate,Chicago,Illinois,Central,Technology,Phones,49.616,2,0.2,4.9616,0.00173242,,,
Second Class,Home Office,Columbus,Ohio,East,Office Supplies,Paper,10.584,3,0.2,3.4398,0.00120106,,,
Standard Class,Consumer,Tucson,Arizona,West,Office Supplies,Paper,84.416,4,0.2,27.4352,0.009579429,,,
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones,431.94,2,0.4,-71.99,-0.025136435,,,
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Binders,2.043,1,0.7,-1.4982,-0.00052312,,,
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones,68.238,3,0.4,-12.5103,-0.004368167,,,
First Class,Corporate,Cranston,Rhode Island,East,Furniture,Tables,240.744,4,0.3,-13.7568,-0.004803402,,,
First Class,Corporate,Cranston,Rhode Island,East,Furniture,Furnishings,35,4,0,14.7,0.005132735,,,
First Class,Corporate,Cranston,Rhode Island,East,Furniture,Furnishings,210.68,2,0,50.5632,0.017654932,,,
First Class,Corporate,Cranston,Rhode Island,East,Furniture,Tables,637.896,3,0.3,-127.5792,-0.044546273,,,
First Class,Corporate,Cranston,Rhode Island,East,Office Supplies,Paper,43.44,8,0,21.2856,0.0074322,,,
First Class,Corporate,Cranston,Rhode Island,East,Office Supplies,Appliances,2.22,1,0,0.666,0.000232544,,,
First Class,Consumer,San Francisco,California,West,Technology,Phones,1679.96,5,0.2,125.997,0.043993823,,,
Standard Class,Corporate,Houston,Texas,Central,Furniture,Chairs,344.372,4,0.3,-93.4724,-0.032637351,,,
Standard Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,1554.936,3,0.2,77.7468,0.027146511,,,
Standard Class,Corporate,Houston,Texas,Central,Furniture,Furnishings,127.88,5,0.6,-67.137,-0.023441934,,,
Standard Class,Corporate,Los Angeles,California,West,Technology,Phones,222.384,2,0.2,22.2384,0.007764885,,,
Second Class,Corporate,Chicago,Illinois,Central,Furniture,Chairs,106.869,3,0.3,-29.0073,-0.010128353,,,
Second Class,Corporate,Chicago,Illinois,Central,Office Supplies,Binders,3.564,3,0.8,-6.237,-0.002177746,,,
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,25.68,3,0.8,-39.804,-0.013898189,,,
Standard Class,Consumer,Houston,Texas,Central,Office Supplies,Binders,12.384,3,0.8,-19.8144,-0.006918508,,,
Standard Class,Consumer,Bristol,Connecticut,East,Office Supplies,Binders,25.3,5,0,11.891,0.004151929,,,
Standard Class,Consumer,Bristol,Connecticut,East,Office Supplies,Storage,95.94,3,0,9.594,0.003349895,,,
Second Class,Consumer,Holland,Michigan,Central,Office Supplies,Labels,7.5,2,0,3.6,0.001256996,,,
Standard Class,Home Office,Albuquerque,New Mexico,West,Technology,Phones,302.376,3,0.2,22.6782,0.007918448,,,
Standard Class,Consumer,Louisville,Colorado,West,Technology,Accessories,46.688,4,0.2,-2.918,-0.001018865,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Storage,17.94,3,0,3.0498,0.001064885,,,
Standard Class,Consumer,Norwich,Connecticut,East,Office Supplies,Appliances,370.14,3,0,144.3546,0.050403667,,,
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,8.928,2,0.2,3.1248,0.001091073,,,
Standard Class,Corporate,Noblesville,Indiana,Central,Furniture,Tables,2678.94,6,0,241.1046,0.084185442,,,
Standard Class,Home Office,Clarksville,Tennessee,South,Furniture,Bookcases,387.136,4,0.2,-14.5176,-0.005069047,,,
Standard Class,Home Office,Clarksville,Tennessee,South,Technology,Accessories,45.408,2,0.2,11.9196,0.004161915,,,
Standard Class,Home Office,Clarksville,Tennessee,South,Furniture,Furnishings,77.952,3,0.2,-11.6928,-0.004082724,,,
Standard Class,Home Office,Clarksville,Tennessee,South,Office Supplies,Labels,3,1,0.2,1.05,0.000366624,,,
Second Class,Consumer,Hollywood,Florida,South,Office Supplies,Storage,9.952,1,0.2,0.9952,0.00034749,,,
Standard Class,Corporate,York,Pennsylvania,East,Office Supplies,Binders,37.896,4,0.7,-29.0536,-0.010144519,,,
Standard Class,Corporate,York,Pennsylvania,East,Office Supplies,Paper,65.584,2,0.2,23.7742,0.008301134,,,
Standard Class,Home Office,Mesa,Arizona,West,Office Supplies,Paper,44.784,1,0.2,16.2342,0.005668425,,,
Same Day,Corporate,New York City,New York,East,Technology,Machines,1035.8,4,0,269.308,0.094033101,,,
Standard Class,Home Office,San Francisco,California,West,Office Supplies,Art,5.76,2,0,1.6704,0.000583246,,,
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,19.98,2,0,8.991,0.003139348,,,
Standard Class,Consumer,Omaha,Nebraska,Central,Technology,Phones,35.98,2,0,10.0744,0.003517634,,,
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Art,16.656,3,0.2,3.3312,0.001163141,,,
Standard Class,Corporate,New York City,New York,East,Office Supplies,Labels,20.7,2,0,9.936,0.00346931,,,
Standard Class,Consumer,Grand Rapids,Michigan,Central,Office Supplies,Binders,83.7,5,0,41.013,0.01432033,,,
Same Day,Consumer,Seattle,Washington,West,Furniture,Furnishings,199.8,10,0,71.928,0.025114786,,,
Standard Class,Home Office,Fresno,California,West,Office Supplies,Paper,45.68,2,0,21.0128,0.007336948,,,
Standard Class,Home Office,Fresno,California,West,Office Supplies,Paper,110.96,2,0,53.2608,0.018596841,,,
Standard Class,Home Office,Fresno,California,West,Office Supplies,Paper,11.94,3,0,5.97,0.002084519,,,
Second Class,Consumer,Arlington,Virginia,South,Technology,Machines,8749.95,5,0,2799.984,0.977658211,,,
Second Class,Consumer,Arlington,Virginia,South,Office Supplies,Binders,36.4,8,0,18.2,0.006354815,,,
Second Class,Consumer,Arlington,Virginia,South,Furniture,Furnishings,18.69,7,0,7.1022,0.002479844,,,
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,5.94,3,0,0.1188,4.14809E-05,,,
Standard Class,Consumer,Lubbock,Texas,Central,Office Supplies,Paper,60.736,8,0.2,20.4984,0.007157337,,,
Standard Class,Consumer,Lubbock,Texas,Central,Technology,Copiers,479.976,3,0.2,161.9919,0.056562006,,,
Standard Class,Consumer,Lubbock,Texas,Central,Office Supplies,Binders,6.08,1,0.8,-10.336,-0.003608976,,,
Standard Class,Corporate,Longmont,Colorado,West,Technology,Accessories,165.6,3,0.2,-6.21,-0.002168319,,,
Second Class,Consumer,Yonkers,New York,East,Office Supplies,Art,59.52,3,0,15.4752,0.005403408,,,
Second Class,Consumer,Yonkers,New York,East,Technology,Accessories,479.97,3,0,177.5889,0.062007942,,,
Second Class,Consumer,Yonkers,New York,East,Office Supplies,Supplies,18.62,2,0,5.3998,0.001885425,,,
Second Class,Consumer,Yonkers,New York,East,Office Supplies,Binders,49.632,6,0.2,16.7508,0.005848804,,,
Second Class,Consumer,Yonkers,New York,East,Office Supplies,Paper,97.82,2,0,45.9754,0.01605303,,,
Second Class,Corporate,Los Angeles,California,West,Technology,Phones,15.984,2,0.2,1.1988,0.00041858,,,
Second Class,Corporate,Los Angeles,California,West,Furniture,Chairs,184.752,3,0.2,-20.7846,-0.007257268,,,
Standard Class,Home Office,Los Angeles,California,West,Office Supplies,Paper,12.96,2,0,6.2208,0.00217209,,,
Standard Class,Consumer,Amarillo,Texas,Central,Furniture,Chairs,366.744,4,0.3,-110.0232,-0.038416321,,,
Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Binders,8.856,9,0.8,-14.1696,-0.004947537,,,
Standard Class,Home Office,Dallas,Texas,Central,Technology,Accessories,27.96,5,0.2,8.388,0.002928801,,,
Standard Class,Home Office,Dallas,Texas,Central,Office Supplies,Envelopes,146.352,3,0.2,49.3938,0.017246618,,,
First Class,Consumer,Detroit,Michigan,Central,Technology,Accessories,175.23,11,0,61.3305,0.021414503,,,
First Class,Consumer,Detroit,Michigan,Central,Technology,Phones,125.99,1,0,31.4975,0.010997845,,,
First Class,Consumer,Detroit,Michigan,Central,Office Supplies,Binders,23,2,0,10.35,0.003613864,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,25.584,2,0.2,8.9544,0.003126569,,,
Standard Class,Corporate,Houston,Texas,Central,Furniture,Furnishings,73.784,2,0.6,-77.4732,-0.02705098,,,
Standard Class,Corporate,Orlando,Florida,South,Office Supplies,Paper,20.736,4,0.2,7.2576,0.002534105,,,
Standard Class,Corporate,Florence,Kentucky,South,Office Supplies,Art,17.52,3,0,8.2344,0.00287517,,,
Standard Class,Corporate,Florence,Kentucky,South,Office Supplies,Art,35.76,12,0,10.0128,0.003496126,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Art,3.64,2,0,0.9828,0.00034316,,,
Second Class,Consumer,Frisco,Texas,Central,Furniture,Furnishings,30.336,6,0.6,-17.4432,-0.006090566,,,
Standard Class,Consumer,Paterson,New Jersey,East,Furniture,Furnishings,12.99,1,0,1.5588,0.000544279,,,
